wordform	from_sense_id	to_sense_id	label
cowhide	cowhide%1:27:00::	cowhide%1:27:01::	metonymy
cowhide	cowhide%1:27:00::	cowhide%1:06:00::	metonymy
coyote	coyote%1:05:00::	coyote%1:18:01::	metaphor
crab	crab%1:05:00::	crab%1:18:00::	metaphor
crab	crab%1:15:00::	crab%1:18:01::	metonymy
crab	crab%1:05:00::	crab%1:15:00::	metaphor
crab	crab%1:05:00::	crab%1:13:00::	metonymy
crab	crab%1:05:00::	crab%1:05:01::	metaphor
crab	crab%1:05:00::	crab%1:04:00::	metonymy
crack	crack%1:17:00::	crack%1:06:00::	metaphor
crack	crack%1:17:00::	crack%1:25:00::	metaphor
crack	crack%1:17:00::	crack%1:11:00::	metonymy
crack	crack%1:11:00::	crack%1:10:00::	metaphor
crack	crack%1:17:00::	crack%1:07:00::	metaphor
crack	crack%1:11:00::	crack%1:04:01::	metaphor
crack	crack%1:17:00::	crack%1:04:00::	metonymy
cracker	cracker%1:13:00::	cracker%1:18:00::	metonymy
cracker	cracker%1:13:00::	cracker%1:18:01::	metonymy
cracker	cracker%1:13:00::	cracker%1:06:01::	metaphor
cracker	cracker%1:13:00::	cracker%1:06:00::	metaphor
crackle	crackle%V1	crackle%1:06:00::	metaphor
crackle	crackle%1:11:00::	crackle%V1	metonymy
cradle	cradle%1:06:00::	cradle%1:15:00::	metaphor
cradle	cradle%1:06:00::	cradle%1:28:00::	metaphor
cradle	cradle%1:06:00::	cradle%1:06:01::	metaphor
craft	craft%1:04:00::	craft%1:14:00::	metonymy
craft	craft%1:04:00::	craft%1:09:01::	metonymy
craft	craft%1:09:01::	craft%1:09:00::	metaphor
craftsman	craftsman%1:18:01::	craftsman%1:18:02::	metaphor
craftsman	craftsman%1:18:00::	craftsman%1:18:01::	metonymy
crammer	crammer%1:18:00::	crammer%1:18:01::	metonymy
crammer	crammer%1:18:00::	crammer%1:14:00::	metonymy
crammer	crammer%1:18:00::	crammer%1:10:00::	metonymy
cramp	cramp%1:26:00::	cramp%1:06:01::	metonymy
cramp	cramp%1:06:01::	cramp%1:06:00::	metaphor
cranberry	cranberry%1:13:00::	cranberry%1:20:00::	metonymy
crane	crane%1:05:00::	crane%1:06:00::	metaphor
crank	crank%1:18:00::	crank%1:18:01::	metaphor
crap	crap%1:27:00::	crap%1:10:00::	metaphor
crappie	crappie%1:05:00::	crappie%1:13:00::	metonymy
crash	crash%1:04:00::	crash%1:11:01::	metonymy
crash	crash%1:04:00::	crash%1:11:00::	metonymy
crash	crash%1:11:00::	crash%1:11:02::	metaphor
crash	crash%1:11:00::	crash%1:11:03::	metaphor
crate	crate%1:06:00::	crate%1:23:00::	metonymy
crater	crater%1:17:00::	crater%1:17:01::	metaphor
crater	crater%1:17:00::	crater%1:17:02::	metaphor
crayfish	crayfish%1:05:02::	crayfish%1:13:02::	metonymy
crayfish	crayfish%1:05:02::	crayfish%1:13:01::	metonymy
crayfish	crayfish%1:05:02::	crayfish%1:05:01::	metonymy
cream	cream%1:13:00::	cream%1:14:00::	metaphor
cream	cream%1:13:00::	cream%1:06:00::	metaphor
crease	crease%1:25:01::	crease%1:25:02::	metonymy
creation	creation%1:06:00::	creation%1:04:00::	metonymy
creation	creation%1:06:00::	creation%1:11:00::	metonymy
creation	creation%1:06:00::	creation%1:04:01::	metonymy
creation	creation%1:04:00::	creation%1:04:02::	metonymy
creation	creation%1:06:00::	creation%1:17:00::	metonymy
credit	credit%1:21:01::	credit%1:21:02::	metonymy
credit	credit%1:10:00::	credit%1:21:01::	metaphor
credit	credit%1:10:00::	credit%1:04:01::	metonymy
credit	credit%1:21:01::	credit%1:21:00::	metonymy
credit	credit%1:10:00::	credit%1:04:00::	metaphor
credit	credit%1:10:00::	credit%1:10:02::	metaphor
credit	credit%1:10:00::	credit%1:10:01::	metaphor
credit	credit%1:21:01::	credit%1:09:00::	metonymy
creed	creed%1:09:00::	creed%1:10:00::	metonymy
creek	creek%1:17:00::	creek%1:18:00::	metonymy
creep	creep%1:04:00::	creep%1:11:00::	metaphor
crematorium	crematorium%1:06:01::	crematorium%1:06:00::	metonymy
creole	creole%1:18:01::	creole%1:18:02::	metaphor
crepe	crepe%1:13:00::	crepe%1:27:02::	metaphor
crepe	crepe%1:13:00::	crepe%1:06:00::	metaphor
crest	crest%1:15:00::	crest%1:15:01::	metaphor
crest	crest%1:15:00::	crest%1:06:01::	metaphor
crest	crest%1:06:00::	crest%1:05:00::	metaphor
crew	crew%1:14:01::	crew%1:14:00::	metaphor
crew	crew%1:14:01::	crew%1:14:03::	metaphor
crew	crew%1:14:01::	crew%1:14:02::	metaphor
crewman	crewman%1:18:02::	crewman%1:18:01::	metaphor
crewman	crewman%1:18:02::	crewman%1:18:00::	metaphor
crib	crib%1:06:00::	crib%1:06:01::	metaphor
crib	crib%1:04:00::	crib%1:04:01::	metonymy
crime	crime%1:04:00::	crime%1:04:01::	metaphor
crinoline	crinoline%1:06:02::	crinoline%1:06:01::	metonymy
crinoline	crinoline%1:06:02::	crinoline%1:06:00::	metonymy
criterion	criterion%1:09:00::	criterion%1:10:00::	metonymy
critic	critic%1:18:01::	critic%1:18:00::	metonymy
critic	critic%1:18:01::	critic%1:18:02::	metonymy
critique	critique%1:09:00::	critique%1:10:00::	metonymy
crook	crook%1:06:00::	crook%1:25:00::	metaphor
crop	crop%1:20:01::	crop%1:20:00::	metonymy
crop	crop%1:20:00::	crop%1:14:00::	metaphor
crop	crop%1:20:00::	crop%1:06:01::	metaphor
cross	cross%1:07:00::	cross%1:06:01::	metonymy
cross	cross%V1	cross%1:06:00::	metonymy
cross	cross%V1	cross%1:26:00::	metaphor
cross	cross%1:07:00::	cross%1:05:00::	metaphor
cross	cross%1:05:00::	cross%1:04:00::	metonymy
cross	cross%1:06:01::	cross%V1	metonymy
crossbar	crossbar%1:06:00::	crossbar%1:06:02::	metaphor
crossbar	crossbar%1:06:00::	crossbar%1:06:01::	metonymy
crossfire	crossfire%1:04:00::	crossfire%1:10:00::	metaphor
crossing	crossing%1:06:00::	crossing%1:04:01::	metonymy
crossing	crossing%1:06:00::	crossing%1:17:00::	metaphor
crossing	crossing%1:06:01::	crossing%1:15:00::	metaphor
crossing	crossing%1:06:00::	crossing%1:06:01::	metonymy
crossing	crossing%1:06:01::	crossing%1:04:02::	metaphor
crossing	crossing%1:04:01::	crossing%1:04:00::	metaphor
crossover	crossover%1:10:00::	crossover%1:22:00::	metaphor
crossover	crossover%1:10:00::	crossover%1:18:00::	metaphor
crossover	crossover%1:10:00::	crossover%1:06:00::	metaphor
crossroads	crossroads%M3A	crossroads%1:14:00::	metonymy
crossroads	crossroads%M3A	crossroads%1:26:00::	metaphor
crossroads	crossroads%M3A	crossroads%M3B	metaphor
crotch	crotch%1:08:00::	crotch%1:25:00::	metaphor
crotch	crotch%1:08:00::	crotch%1:08:01::	metonymy
crotchet	crotchet%1:06:00::	crotchet%1:25:00::	metaphor
crotchet	crotchet%1:06:00::	crotchet%1:07:00::	metaphor
croton	croton%1:20:02::	croton%1:20:01::	metaphor
crow	crow%1:11:00::	crow%1:10:00::	metaphor
crow	crow%1:18:00::	crow%1:10:01::	metonymy
crowd	crowd%1:14:00::	crowd%1:14:01::	metaphor
crucifixion	crucifixion%1:04:00::	crucifixion%1:11:00::	metonymy
crucifixion	crucifixion%1:04:00::	crucifixion%1:04:01::	metaphor
crud	crud%1:27:00::	crud%1:27:01::	metaphor
crud	crud%1:26:00::	crud%1:27:00::	metonymy
cruelty	cruelty%1:04:00::	cruelty%1:12:00::	metaphor
cruelty	cruelty%1:04:00::	cruelty%1:07:01::	metonymy
cruiser	cruiser%1:06:00::	cruiser%1:06:02::	metaphor
cruiser	cruiser%1:06:00::	cruiser%1:06:01::	metaphor
crumb	crumb%1:13:00::	crumb%1:23:00::	metaphor
crunch	crunch%1:04:00::	crunch%1:26:00::	metaphor
crunch	crunch%1:11:00::	crunch%1:04:00::	metonymy
crusade	crusade%1:04:01::	crusade%1:04:00::	metaphor
crush	crush%1:04:00::	crush%1:27:00::	metonymy
crush	crush%1:04:00::	crush%1:14:00::	metonymy
crust	crust%1:17:01::	crust%1:17:00::	metonymy
crust	crust%1:17:01::	crust%1:07:00::	metaphor
cry	cry%1:10:04::	cry%1:10:00::	metaphor
cry	cry%1:10:04::	cry%1:10:03::	metaphor
cry	cry%1:10:04::	cry%1:10:02::	metaphor
cry	cry%1:10:04::	cry%1:11:00::	metaphor
cryptography	cryptography%1:09:00::	cryptography%1:04:00::	metonymy
crystal	crystal%1:17:00::	crystal%1:27:00::	metaphor
crystal	crystal%1:06:01::	crystal%1:06:02::	metaphor
crystal	crystal%1:06:01::	crystal%1:27:01::	metaphor
crystal	crystal%1:17:00::	crystal%1:06:01::	metonymy
crystal	crystal%1:06:01::	crystal%1:06:00::	metaphor
cub	cub%1:05:00::	cub%1:18:01::	metaphor
cub	cub%1:05:00::	cub%1:18:00::	metaphor
cube	cube%1:25:01::	cube%1:25:00::	metaphor
cube	cube%1:25:01::	cube%1:23:00::	metonymy
cube	cube%1:25:01::	cube%1:06:00::	metaphor
cubeb	cubeb%1:20:00::	cubeb%1:20:02::	metonymy
cubeb	cubeb%1:20:00::	cubeb%1:06:00::	metonymy
cubicle	cubicle%1:06:00::	cubicle%1:06:02::	metaphor
cubicle	cubicle%1:06:00::	cubicle%1:06:01::	metaphor
cucumber	cucumber%1:13:00::	cucumber%1:20:00::	metonymy
cue	cue%1:09:01::	cue%1:10:00::	metonymy
cue	cue%1:09:01::	cue%1:10:01::	metonymy
cuff	cuff%1:06:00::	cuff%1:06:01::	metaphor
culmination	culmination%1:28:00::	culmination%1:15:00::	metaphor
culmination	culmination%1:28:00::	culmination%1:10:00::	metaphor
culmination	culmination%1:28:00::	culmination%1:04:00::	metaphor
cult	cult%1:09:02::	cult%1:14:00::	metonymy
cult	cult%1:09:02::	cult%1:09:01::	metaphor
cult	cult%V1	cult%1:14:01::	metonymy
cult	cult%1:09:02::	cult%1:09:00::	metaphor
cult	cult%1:09:02::	cult%V1	metonymy
cultivation	cultivation%1:04:00::	cultivation%1:04:01::	metaphor
cultivation	cultivation%1:04:00::	cultivation%1:26:00::	metonymy
cultivation	cultivation%1:04:00::	cultivation%1:22:00::	metaphor
cultivation	cultivation%1:04:00::	cultivation%1:04:02::	metaphor
culture	culture%1:09:01::	culture%1:14:00::	metonymy
culture	culture%1:09:01::	culture%1:09:00::	metaphor
culture	culture%1:04:01::	culture%1:26:00::	metaphor
culture	culture%1:09:01::	culture%1:09:02::	metaphor
culture	culture%1:04:01::	culture%1:04:00::	metaphor
culverin	culverin%1:06:01::	culverin%1:06:00::	metaphor
cumin	cumin%1:13:00::	cumin%1:20:00::	metonymy
cup	cup%1:06:00::	cup%1:23:01::	metonymy
cup	cup%1:06:00::	cup%1:25:00::	metaphor
cup	cup%1:23:01::	cup%1:23:02::	metonymy
cup	cup%1:06:00::	cup%1:20:00::	metaphor
cup	cup%1:06:00::	cup%1:13:00::	metonymy
cup	cup%1:06:00::	cup%1:06:02::	metaphor
cup	cup%1:06:00::	cup%1:06:01::	metaphor
cupola	cupola%1:06:00::	cupola%1:06:01::	metaphor
curacao	curacao%1:15:00::	curacao%1:13:00::	metonymy
curb	curb%1:04:00::	curb%1:06:02::	metaphor
curb	curb%V1	curb%1:06:03::	metonymy
curb	curb%1:06:00::	curb%1:04:00::	metaphor
curb	curb%1:06:00::	curb%V1	metonymy
curd	curd%1:13:00::	curd%1:13:02::	metaphor
curfew	curfew%1:10:01::	curfew%1:28:00::	metonymy
curfew	curfew%1:10:01::	curfew%1:10:00::	metonymy
curie	curie%1:18:00::	curie%1:23:00::	metonymy
currant	currant%1:13:02::	currant%1:13:01::	metaphor
currant	currant%1:13:02::	currant%1:20:00::	metonymy
currency	currency%1:07:01::	currency%1:07:02::	metaphor
current	current%1:11:00::	current%1:19:01::	metaphor
current	current%1:11:00::	current%1:14:00::	metaphor
curse	curse%1:10:01::	curse%1:10:00::	metaphor
curse	curse%1:10:01::	curse%1:10:02::	metonymy
curse	curse%1:10:01::	curse%1:26:01::	metonymy
curse	curse%1:26:01::	curse%1:11:00::	metaphor
curtain	curtain%1:06:00::	curtain%1:17:00::	metaphor
curve	curve%1:07:00::	curve%1:25:00::	metonymy
curve	curve%1:07:00::	curve%1:10:00::	metonymy
curve	curve%1:25:00::	curve%1:04:02::	metonymy
curve	curve%1:06:00::	curve%1:07:00::	metaphor
cushion	cushion%1:06:00::	cushion%1:06:01::	metaphor
cushion	cushion%1:06:00::	cushion%1:06:02::	metaphor
cusp	cusp%1:06:00::	cusp%1:08:01::	metaphor
custody	custody%1:04:01::	custody%1:26:00::	metonymy
custom	custom%1:04:00::	custom%1:09:00::	metonymy
custom	custom%1:04:00::	custom%1:04:02::	metonymy
cutaway	cutaway%1:06:00::	cutaway%1:06:01::	metaphor
cuticle	cuticle%1:08:01::	cuticle%1:08:00::	metaphor
cuticle	cuticle%1:08:01::	cuticle%1:05:00::	metaphor
cutlery	cutlery%1:06:00::	cutlery%1:06:01::	metonymy
cutoff	cutoff%1:23:00::	cutoff%1:06:00::	metaphor
cutoff	cutoff%1:23:00::	cutoff%1:06:01::	metonymy
cutout	cutout%1:06:01::	cutout%1:06:02::	metaphor
cutout	cutout%1:06:01::	cutout%1:06:00::	metaphor
cutter	cutter%1:18:00::	cutter%1:18:02::	metonymy
cutter	cutter%1:18:00::	cutter%1:18:01::	metonymy
cutter	cutter%1:06:02::	cutter%1:06:01::	metaphor
cutter	cutter%1:18:00::	cutter%1:06:00::	metonymy
cutting	cutting%1:04:01::	cutting%1:04:03::	metaphor
cutting	cutting%1:04:01::	cutting%1:20:00::	metonymy
cutting	cutting%1:04:01::	cutting%1:17:00::	metonymy
cutting	cutting%1:04:01::	cutting%1:10:00::	metonymy
cutting	cutting%1:04:01::	cutting%1:04:05::	metonymy
cutting	cutting%1:04:01::	cutting%1:04:09::	metaphor
cutting	cutting%1:04:01::	cutting%1:04:02::	metaphor
cutting	cutting%1:04:01::	cutting%1:04:04::	metaphor
cutting	cutting%1:04:01::	cutting%1:04:00::	metonymy
cyberpunk	cyberpunk%V1	cyberpunk%1:18:01::	metonymy
cyberpunk	cyberpunk%1:10:00::	cyberpunk%1:18:00::	metonymy
cyberpunk	cyberpunk%1:10:00::	cyberpunk%V1	metonymy
cycle	cycle%1:11:02::	cycle%1:28:00::	metonymy
cycle	cycle%1:11:02::	cycle%1:14:00::	metaphor
cycle	cycle%1:11:02::	cycle%1:28:02::	metonymy
cycle	cycle%1:11:02::	cycle%1:11:01::	metonymy
cyclone	cyclone%1:26:00::	cyclone%1:19:00::	metaphor
cyclops	cyclops%1:18:00::	cyclops%1:05:00::	metaphor
cylinder	cylinder%1:25:02::	cylinder%1:25:00::	metonymy
cylinder	cylinder%1:06:01::	cylinder%1:06:02::	metonymy
cylinder	cylinder%1:25:02::	cylinder%1:06:01::	metaphor
cypress	cypress%1:20:01::	cypress%1:20:02::	metonymy
czar	czar%1:18:01::	czar%1:18:00::	metaphor
dab	dab%1:23:00::	dab%1:04:00::	metonymy
dado	dado%1:06:00::	dado%1:06:02::	metaphor
dado	dado%1:06:00::	dado%1:06:01::	metaphor
daemon	daemon%1:18:00::	daemon%1:18:01::	metaphor
dagger	dagger%1:06:00::	dagger%1:10:00::	metaphor
dahl	dahl%1:13:00::	dahl%1:20:00::	metonymy
dalmatian	dalmatian%1:05:00::	dalmatian%1:18:00::	metonymy
damage	damage%1:11:00::	damage%1:11:01::	metonymy
damage	damage%1:11:00::	damage%1:04:00::	metonymy
damage	damage%1:11:00::	damage%1:21:00::	metaphor
damage	damage%1:11:00::	damage%1:04:01::	metonymy
dame	dame%1:18:00::	dame%1:18:01::	metonymy
dance	dance%1:04:00::	dance%1:10:00::	metaphor
dance	dance%1:04:00::	dance%1:14:00::	metonymy
dance	dance%1:04:00::	dance%1:11:00::	metonymy
dandruff	dandruff%1:17:00::	dandruff%1:26:00::	metonymy
danger	danger%1:26:01::	danger%1:26:00::	metonymy
danger	danger%1:26:01::	danger%1:04:00::	metaphor
danger	danger%1:26:01::	danger%1:15:00::	metaphor
danish	danish%V1	danish%1:13:00::	metonymy
danish	danish%1:10:00::	danish%V1	metonymy
daphne	daphne%1:20:00::	daphne%1:18:00::	metonymy
dark	dark%1:15:00::	dark%1:26:01::	metaphor
dark	dark%1:26:00::	dark%1:15:00::	metonymy
dark	dark%1:15:00::	dark%1:28:00::	metaphor
dark	dark%1:15:00::	dark%1:09:00::	metaphor
darkness	darkness%1:26:00::	darkness%1:15:00::	metonymy
darkness	darkness%1:26:00::	darkness%1:26:01::	metaphor
darkness	darkness%1:26:00::	darkness%1:09:00::	metaphor
darkness	darkness%1:26:00::	darkness%1:07:03::	metonymy
darkness	darkness%1:07:03::	darkness%1:07:01::	metaphor
dart	dart%1:06:01::	dart%1:06:00::	metaphor
dash	dash%1:04:02::	dash%1:07:00::	metaphor
dash	dash%1:04:02::	dash%1:04:01::	metonymy
dash	dash%1:04:02::	dash%1:11:00::	metonymy
dash	dash%1:10:01::	dash%1:10:00::	metonymy
dashboard	dashboard%1:06:01::	dashboard%1:06:00::	metaphor
date	date%1:14:00::	date%1:18:00::	metonymy
date	date%1:28:00::	date%1:14:00::	metonymy
date	date%1:28:00::	date%1:28:04::	metaphor
date	date%1:28:00::	date%1:28:02::	metaphor
date	date%1:28:00::	date%1:28:03::	metonymy
date	date%1:28:00::	date%1:28:05::	metonymy
dawn	dawn%1:28:00::	dawn%1:11:01::	metaphor
dawn	dawn%1:28:00::	dawn%1:28:01::	metaphor
day	day%1:28:00::	day%1:28:03::	metaphor
day	day%1:28:00::	day%1:28:01::	metaphor
day	day%1:28:00::	day%1:28:02::	metaphor
day	day%1:28:00::	day%1:28:04::	metaphor
day	day%1:28:00::	day%1:28:05::	metaphor
day	day%1:28:00::	day%1:28:07::	metaphor
day	day%1:28:00::	day%1:28:06::	metaphor
day	day%1:28:00::	day%1:26:00::	metaphor
daylight	daylight%1:19:00::	daylight%1:28:00::	metonymy
deacon	deacon%1:18:00::	deacon%1:18:01::	metaphor
dead	dead%1:14:00::	dead%1:28:00::	metaphor
deadwood	deadwood%1:20:00::	deadwood%1:07:00::	metaphor
deal	deal%1:10:00::	deal%1:04:02::	metonymy
deal	deal%1:04:01::	deal%1:23:00::	metonymy
deal	deal%1:27:01::	deal%1:27:00::	metonymy
deal	deal%1:04:00::	deal%1:14:00::	metonymy
deal	deal%1:10:00::	deal%1:11:00::	metonymy
deal	deal%1:04:00::	deal%1:04:01::	metaphor
dealer	dealer%1:18:03::	dealer%1:14:00::	metonymy
dealer	dealer%1:18:02::	dealer%1:18:00::	metonymy
dealer	dealer%1:18:02::	dealer%1:18:03::	metaphor
dealer	dealer%1:18:02::	dealer%1:18:01::	metaphor
dean	dean%1:18:00::	dean%1:18:03::	metaphor
dean	dean%1:18:00::	dean%1:18:01::	metaphor
deanery	deanery%1:04:00::	deanery%1:06:00::	metonymy
dear	dear%1:18:00::	dear%1:18:01::	metaphor
death	death%1:11:00::	death%1:19:00::	metonymy
death	death%1:11:00::	death%1:26:00::	metonymy
death	death%1:28:01::	death%1:28:00::	metaphor
death	death%1:11:00::	death%1:28:01::	metonymy
death	death%1:11:00::	death%1:18:00::	metonymy
death	death%1:26:00::	death%1:26:01::	metaphor
death	death%1:11:00::	death%1:04:00::	metonymy
deathbed	deathbed%1:28:00::	deathbed%1:06:00::	metonymy
debacle	debacle%1:11:02::	debacle%1:19:00::	metonymy
debacle	debacle%1:11:02::	debacle%1:11:00::	metaphor
debate	debate%1:10:00::	debate%1:10:01::	metaphor
debenture	debenture%1:10:00::	debenture%1:21:00::	metonymy
debt	debt%1:21:00::	debt%1:26:00::	metonymy
debt	debt%1:21:00::	debt%1:10:00::	metonymy
debut	debut%1:04:00::	debut%1:10:00::	metonymy
decade	decade%1:28:00::	decade%1:23:00::	metaphor
decay	decay%1:19:00::	decay%1:22:02::	metaphor
decay	decay%1:19:00::	decay%1:22:01::	metaphor
decay	decay%1:19:00::	decay%1:26:00::	metonymy
decay	decay%1:19:00::	decay%1:22:03::	metaphor
deceit	deceit%1:07:00::	deceit%1:10:00::	metonymy
deceit	deceit%1:07:00::	deceit%1:04:00::	metonymy
deceleration	deceleration%1:04:00::	deceleration%1:07:00::	metaphor
deceleration	deceleration%1:04:00::	deceleration%1:28:00::	metonymy
decentralization	decentralization%1:04:00::	decentralization%1:22:00::	metaphor
deception	deception%1:10:00::	deception%1:04:00::	metonymy
deception	deception%1:10:00::	deception%1:04:01::	metaphor
decision	decision%1:09:00::	decision%1:04:00::	metonymy
decision	decision%1:11:01::	decision%1:11:02::	metonymy
decision	decision%1:09:00::	decision%1:11:01::	metaphor
decision	decision%1:09:00::	decision%1:07:00::	metonymy
deck	deck%1:14:00::	deck%1:06:01::	metaphor
deck	deck%1:06:00::	deck%1:14:00::	metaphor
deck	deck%1:06:00::	deck%1:06:02::	metaphor
declaration	declaration%1:10:00::	declaration%1:10:02::	metonymy
declaration	declaration%1:10:00::	declaration%1:10:06::	metonymy
declaration	declaration%1:10:00::	declaration%1:10:04::	metonymy
declaration	declaration%1:10:00::	declaration%1:10:03::	metaphor
declaration	declaration%1:10:00::	declaration%1:10:01::	metonymy
declination	declination%1:17:00::	declination%1:26:00::	metonymy
declination	declination%1:15:01::	declination%1:17:00::	metaphor
decline	decline%1:22:02::	decline%1:26:00::	metonymy
decline	decline%1:22:02::	decline%1:22:01::	metonymy
decline	decline%1:22:02::	decline%1:17:00::	metonymy
decomposition	decomposition%V1	decomposition%1:09:00::	metonymy
decomposition	decomposition%V1	decomposition%1:22:01::	metonymy
decomposition	decomposition%V1	decomposition%1:22:00::	metonymy
decomposition	decomposition%1:22:00::	decomposition%1:19:00::	metonymy
decomposition	decomposition%1:26:00::	decomposition%V1	metonymy
decompression	decompression%1:04:00::	decompression%1:04:01::	metaphor
decoy	decoy%1:18:00::	decoy%1:06:00::	metaphor
decrease	decrease%1:22:00::	decrease%1:11:00::	metaphor
decrease	decrease%1:22:00::	decrease%1:07:00::	metonymy
decrease	decrease%1:22:00::	decrease%1:04:00::	metonymy
dedication	dedication%1:04:00::	dedication%1:11:00::	metonymy
dedication	dedication%1:04:00::	dedication%1:10:01::	metonymy
dedication	dedication%1:10:01::	dedication%1:10:00::	metaphor
dedication	dedication%1:07:00::	dedication%1:04:00::	metonymy
deduction	deduction%1:21:00::	deduction%1:21:01::	metonymy
deduction	deduction%1:09:01::	deduction%1:09:00::	metonymy
deduction	deduction%1:21:00::	deduction%1:04:00::	metonymy
deduction	deduction%1:04:00::	deduction%1:04:02::	metonymy
deepness	deepness%1:07:00::	deepness%1:09:00::	metaphor
deepness	deepness%1:07:00::	deepness%1:07:01::	metonymy
deepness	deepness%1:07:00::	deepness%1:07:02::	metaphor
defamation	defamation%1:04:01::	defamation%1:10:00::	metonymy
default	default%1:09:00::	default%1:04:00::	metaphor
default	default%1:21:00::	default%1:21:02::	metonymy
default	default%1:09:00::	default%1:21:00::	metaphor
defect	defect%1:26:00::	defect%1:26:01::	metaphor
defect	defect%1:26:00::	defect%1:07:01::	metaphor
defect	defect%1:26:00::	defect%1:07:00::	metaphor
deficiency	deficiency%1:26:00::	deficiency%1:07:00::	metonymy
deficit	deficit%1:07:00::	deficit%1:26:00::	metaphor
deficit	deficit%1:07:00::	deficit%1:23:00::	metaphor
deficit	deficit%1:07:00::	deficit%1:21:00::	metaphor
deflection	deflection%1:07:00::	deflection%1:26:00::	metaphor
deflection	deflection%1:07:00::	deflection%1:11:00::	metonymy
deflection	deflection%1:07:00::	deflection%1:11:01::	metaphor
deflection	deflection%1:07:00::	deflection%1:04:00::	metaphor
deforestation	deforestation%1:04:00::	deforestation%1:26:00::	metonymy
deformation	deformation%1:11:01::	deformation%1:11:00::	metaphor
deformation	deformation%1:11:01::	deformation%1:04:00::	metonymy
deformity	deformity%1:26:00::	deformity%1:07:00::	metaphor
degeneracy	degeneracy%1:26:00::	degeneracy%1:07:01::	metonymy
degradation	degradation%1:04:00::	degradation%1:26:00::	metonymy
degree	degree%1:23:03::	degree%1:07:00::	metaphor
degree	degree%1:23:03::	degree%1:26:01::	metaphor
degree	degree%1:23:03::	degree%1:07:01::	metaphor
dehydration	dehydration%1:26:01::	dehydration%1:26:00::	metonymy
dehydration	dehydration%1:26:01::	dehydration%1:22:00::	metonymy
delegation	delegation%1:04:00::	delegation%1:14:00::	metonymy
deletion	deletion%1:04:00::	deletion%1:22:00::	metaphor
deletion	deletion%1:04:00::	deletion%1:11:00::	metaphor
deletion	deletion%1:04:00::	deletion%1:10:00::	metonymy
deliberation	deliberation%1:09:01::	deliberation%1:10:00::	metonymy
deliberation	deliberation%1:09:01::	deliberation%1:09:00::	metonymy
deliberation	deliberation%1:09:01::	deliberation%1:07:01::	metonymy
deliberation	deliberation%1:09:01::	deliberation%1:07:00::	metonymy
delicacy	delicacy%1:07:03::	delicacy%1:07:00::	metonymy
delicacy	delicacy%1:13:00::	delicacy%1:09:00::	metonymy
delicacy	delicacy%1:07:03::	delicacy%1:07:02::	metonymy
delicacy	delicacy%1:07:03::	delicacy%1:07:01::	metaphor
delicacy	delicacy%1:07:02::	delicacy%1:07:04::	metaphor
delight	delight%1:12:00::	delight%1:09:00::	metonymy
delinquency	delinquency%1:04:00::	delinquency%1:21:00::	metaphor
delinquency	delinquency%1:04:00::	delinquency%1:07:00::	metonymy
deliverer	deliverer%1:18:03::	deliverer%1:18:00::	metaphor
deliverer	deliverer%1:18:02::	deliverer%1:18:01::	metaphor
delivery	delivery%1:04:02::	delivery%1:11:00::	metonymy
delivery	delivery%V1	delivery%1:10:00::	metonymy
delivery	delivery%1:04:04::	delivery%1:04:01::	metaphor
delivery	delivery%1:04:04::	delivery%1:04:03::	metaphor
delivery	delivery%1:04:04::	delivery%1:04:00::	metaphor
delivery	delivery%1:04:04::	delivery%1:04:02::	metaphor
delivery	delivery%1:04:04::	delivery%V1	metonymy
delta	delta%1:10:00::	delta%1:17:00::	metaphor
delta	delta%1:10:00::	delta%1:25:00::	metaphor
deluge	deluge%1:19:00::	deluge%1:23:00::	metaphor
deluge	deluge%1:19:00::	deluge%1:19:01::	metaphor
delusion	delusion%1:26:00::	delusion%1:09:00::	metaphor
delusion	delusion%1:26:00::	delusion%1:04:00::	metonymy
demand	demand%1:26:00::	demand%1:22:00::	metaphor
demand	demand%1:10:00::	demand%1:09:00::	metaphor
demand	demand%1:10:00::	demand%1:04:00::	metonymy
demand	demand%1:09:00::	demand%1:26:00::	metaphor
demerara	demerara%1:27:00::	demerara%1:17:00::	metonymy
demerara	demerara%1:27:00::	demerara%1:15:00::	metonymy
demerara	demerara%1:27:00::	demerara%1:13:01::	metonymy
demerara	demerara%1:27:00::	demerara%1:13:00::	metaphor
demigod	demigod%1:18:00::	demigod%1:18:01::	metaphor
democrat	democrat%1:18:00::	democrat%1:18:01::	metaphor
demoiselle	demoiselle%1:18:00::	demoiselle%1:05:00::	metaphor
demon	demon%1:18:00::	demon%1:18:01::	metaphor
demon	demon%1:18:00::	demon%1:18:02::	metaphor
demonstration	demonstration%1:04:00::	demonstration%1:04:02::	metonymy
demonstration	demonstration%1:04:00::	demonstration%1:04:01::	metonymy
demonstration	demonstration%1:04:00::	demonstration%1:10:03::	metonymy
demonstration	demonstration%1:04:00::	demonstration%1:10:00::	metonymy
den	den%1:15:01::	den%1:15:00::	metaphor
den	den%1:15:00::	den%1:14:00::	metaphor
den	den%1:15:01::	den%1:06:00::	metaphor
denial	denial%1:10:01::	denial%1:10:00::	metaphor
denial	denial%1:10:01::	denial%1:22:00::	metaphor
denial	denial%1:10:01::	denial%1:04:01::	metaphor
